author_handle,platform,n_videos,views,avg_er,likes_sum,dislikes_sum,comments_sum,shares_sum,saves_sum,total_engagements,avg_engagement_velocity,avg_comment_ratio,avg_share_rate,avg_save_rate,avg_like_dislike_ratio,avg_engagement_per_1k,avg_like_rate,avg_dislike_rate,creator_avg_views
HassanPro,YouTube,55,5652027,0.0500462,233826,21031,26570,22882,20786,304064,14733.275090909092,0.0040666909090909,0.0038124909090909,0.0037814727272727,13.619394545454544,50.046200000000006,0.0383853636363636,0.0034354363636363,101280.2
VividStudio,YouTube,72,5645973,0.0519652916666666,214230,14775,25714,20600,21107,281651,8734.992916666666,0.0045116388888888,0.0038759027777777,0.0039171527777777,17.212328888888887,51.96529166666667,0.0396605,0.0031495833333333,88276.0
LucasShorts,TikTok,63,5645199,0.0896019682539682,380031,10507,42337,39523,36576,498467,8501.930158730158,0.0073151111111111,0.0068391904761904,0.0067873492063492,48.51441165079365,89.60196825396825,0.0686602380952381,0.0018987936507936,87499.9
NoorShorts,TikTok,62,5626913,0.0833040967741935,364401,9446,41581,35308,36716,478006,11343.089516129034,0.0070971451612903,0.0062364516129032,0.0065964516129032,47.78663998387097,83.30409677419355,0.063374,0.001738564516129,87790.4
AyakaShorts,TikTok,65,5607946,0.0895414,385022,10722,39450,35491,40848,500811,11260.573384615383,0.0071982307692307,0.0067122461538461,0.0072119846153846,44.8312,89.5414,0.0684189692307692,0.0020280923076923,75227.3
FatmaTV,TikTok,56,5568535,0.0927627321428571,415220,11213,46567,39940,40113,541840,13474.188035714284,0.0080595,0.0067545892857142,0.0069117857142857,55.30092626785714,92.76273214285712,0.0710370178571428,0.0019543571428571,94740.89999999998
OmarShorts,TikTok,64,5565318,0.09238090625,382587,8647,43074,38084,44487,508232,12641.14140625,0.007666765625,0.006805203125,0.007575796875,52.769355640625,92.38090625,0.070333,0.0017616875,97694.6
DiegoVlogs,TikTok,61,5536171,0.0920006721311475,426706,11559,46514,40352,41309,554881,15480.500819672132,0.007769,0.0067131475409836,0.0072232786885245,49.27566091803279,92.00067213114754,0.070295344262295,0.0019284590163934,100207.3
Leila,TikTok,63,5533872,0.0899807777777777,368278,9975,40554,36206,39503,484541,10883.238095238095,0.0077732063492063,0.0066680158730158,0.0074037936507936,48.4366492063492,89.98077777777777,0.0681356666666666,0.0019121111111111,90488.4
SofiaOfficial,TikTok,70,5531814,0.0964847857142857,390525,10417,43933,35112,40214,509784,12328.161,0.0082506285714285,0.0066859857142857,0.0079806857142857,54.4283027,96.48478571428572,0.0735674285714285,0.0019980857142857,75220.9
LiamVlogs,TikTok,60,5517457,0.0926488333333333,390671,10814,41478,36779,47937,516865,10498.730166666668,0.00723775,0.0066451833333333,0.00796615,47.19064108333334,92.64883333333334,0.0707996833333333,0.0020599333333333,91094.5
EmilyShorts,YouTube,51,5504222,0.0516333137254901,219041,18551,22548,21064,27212,289865,17924.927450980394,0.0041993725490196,0.0038131176470588,0.0047410784313725,15.91051949019608,51.6333137254902,0.0388797843137254,0.0030676666666666,92959.7
Amr,TikTok,53,5487892,0.0893770943396226,371286,9698,40819,36646,36769,485520,16597.484339622642,0.0074865849056603,0.0065862075471698,0.0070731320754716,47.29206747169812,89.37709433962264,0.0682312264150943,0.0019717924528301,110188.3
EmilyPro,YouTube,52,5479216,0.0530523846153846,186540,16178,20269,18786,17265,242860,13108.7125,0.0041698076923076,0.003967,0.0041756923076923,15.880944346153845,53.05238461538462,0.0407398461538461,0.0036595961538461,93745.1
StudyWithOlivia,TikTok,35,5462616,0.0952615428571428,405374,9953,41385,41610,45046,533415,32131.660000000003,0.0079635428571428,0.0068884,0.0079186571428571,63.2058282,95.26154285714286,0.0724909428571428,0.0017185714285714,137590.2
AmrShorts,TikTok,54,5458724,0.0960032962962963,373547,10375,41449,33742,41039,489777,11867.72037037037,0.0085133148148148,0.0069164074074074,0.0081338333333333,51.40289222222222,96.0032962962963,0.0724397592592592,0.0018808333333333,114801.6
LucasChannel,TikTok,58,5454269,0.0887778965517241,356944,10692,34930,34769,39193,465836,9373.300517241378,0.0067696206896551,0.006643724137931,0.0074128793103448,42.55365406896552,88.77789655172414,0.0679517413793103,0.0020251034482758,95029.2
YukiTV,YouTube,62,5440956,0.0484743709677419,205843,19157,21919,20153,22295,270210,10278.003064516128,0.0039378870967741,0.0035722741935483,0.0040033870967741,14.442759903225806,48.47437096774193,0.0369608387096774,0.0031724032258064,92871.7
NoorPro,TikTok,50,5421406,0.08672116,355049,9964,38295,35974,38218,467536,15142.256200000002,0.00731906,0.00669324,0.00686802,53.26105402,86.72116,0.06584092,0.00179706,105769.8
OfficialAli,TikTok,29,5405557,0.087948448275862,375609,8793,39351,35174,38908,489042,25911.115862068964,0.0071608965517241,0.0063108275862068,0.006728448275862,53.423431724137934,87.94844827586208,0.0677484137931034,0.0017591724137931,169151.3
MayaPro,YouTube,47,5384335,0.0543520851063829,208237,16430,22638,20795,21814,273484,12387.188085106382,0.0043949787234042,0.0040596170212765,0.0045708723404255,15.122147127659574,54.35208510638297,0.0413267872340425,0.0034589787234042,111410.30000000002
JiwooShorts,TikTok,63,5383098,0.0881617619047619,362241,11361,41510,38961,45700,488412,11698.076190476191,0.0075486984126984,0.0067149206349206,0.0074149841269841,43.03648203174603,88.1617619047619,0.0664831428571428,0.0019550793650793,101576.10000000002
EmilyTV,TikTok,58,5335252,0.0928366896551724,396043,11373,44576,39181,36904,516704,13068.43051724138,0.0078143103448275,0.0066852068965517,0.0074444310344827,46.06792194827586,92.83668965517242,0.0708928103448275,0.001943224137931,94785.60000000002
YukiPro,TikTok,62,5321843,0.0882004677419354,368779,9085,40270,37371,37693,484113,11677.026935483873,0.0072668709677419,0.0065218548387096,0.0071995322580645,50.670637274193545,88.20046774193548,0.0672121774193548,0.0018218548387096,80382.10000000002
ChannelLiam,TikTok,25,5317437,0.09423168,363045,10278,34931,35995,41680,475651,20948.6108,0.0075315999999999,0.00739132,0.0083242,36.04959572,94.23168,0.07098452,0.002252,169079.9
YoussefChannel,YouTube,48,5312611,0.0486412083333333,200668,12615,21794,18055,17500,258017,16657.274375,0.0039344583333333,0.0036031666666666,0.00350025,16.530401583333333,48.64120833333333,0.0376032291666666,0.0032300625,109255.0
TVFatma,TikTok,23,5310986,0.0940289130434782,299028,10536,33820,29483,27256,389587,36103.282173913045,0.0075982608695652,0.0072653913043478,0.0077296086956521,43.48469413043478,94.02891304347824,0.0714359130434782,0.0023063478260869,222935.4
LeilaShorts,TikTok,62,5278754,0.0876819354838709,366001,10049,41604,35703,33656,476964,11700.105,0.0077251774193548,0.0066145,0.0061898709677419,50.48584425806452,87.68193548387096,0.0671522741935483,0.0018170806451612,91135.10000000002
JamesOfficial,TikTok,56,5271129,0.0914743214285714,355451,11160,37947,32925,40695,467018,12444.175535714285,0.0074742857142857,0.0066340357142857,0.0072270714285714,43.44683496428571,91.47432142857144,0.0701389642857142,0.0022117499999999,90998.7
AliChannel,YouTube,45,5263062,0.0532172222222222,215622,18406,22239,18541,20576,276978,16171.058222222222,0.0044349111111111,0.0037757777777777,0.0041177111111111,13.766629733333334,53.21722222222223,0.0408890444444444,0.0036380888888888,111539.1
Lina,TikTok,58,5254094,0.0917483275862069,381356,11603,42992,35717,33464,493529,12692.364137931034,0.0079603103448275,0.0066338965517241,0.0064377931034482,51.410544655172416,91.7483275862069,0.0707163793103448,0.0018616034482758,92945.6
HassanOfficial,TikTok,69,5253392,0.0857578115942029,346038,9416,39095,33242,35608,453983,10953.395507246378,0.0071647971014492,0.0062151449275362,0.0070602898550724,52.46251492753623,85.75781159420289,0.065317536231884,0.0016830434782608,88068.7
Noah,TikTok,63,5241928,0.092964,387210,12217,42539,38168,34511,502428,10405.986190476193,0.0076627619047619,0.0068845714285714,0.0067196031746031,42.8543694920635,92.964,0.0716971111111111,0.0020674285714285,95866.1
LiamPro,TikTok,55,5229102,0.0899400181818181,378072,10095,37462,36120,38737,490391,18506.345272727274,0.0071814181818181,0.0068319818181818,0.0068271818181818,50.52889612727272,89.94001818181819,0.0690996181818181,0.0018370181818181,94693.5
SaraOfficial,TikTok,56,5221359,0.0947754107142857,362460,9412,38765,35131,41140,477496,11173.905714285716,0.0077037678571428,0.0071774642857142,0.0083615357142857,48.48219228571429,94.77541071428573,0.0715328392857142,0.0019291607142857,87342.1
OmarTV,YouTube,38,5220985,0.046754447368421,167152,11502,19154,18062,16417,220785,21331.123157894737,0.0041601052631578,0.003515,0.0036576578947368,16.419692868421055,46.754447368421054,0.0354216578947368,0.0030071052631578,103129.6
NoorOfficial,YouTube,45,5212435,0.052539,224920,18309,21892,21374,22324,290510,17159.63288888889,0.0040830222222222,0.0037829777777777,0.004501,16.943783022222224,52.539,0.0401721333333333,0.0032826444444444,104730.1
JamesYT,TikTok,57,5200934,0.0899344736842105,342361,10015,38445,32418,33881,447105,13389.819824561404,0.0073041754385964,0.006428596491228,0.0067924561403508,42.79698466666666,89.93447368421053,0.0694091929824561,0.0020619649122807,91634.10000000002
EmilyChannel,YouTube,43,5191666,0.0525665116279069,211666,17880,24335,20567,25154,281722,11450.07976744186,0.0045999302325581,0.003806953488372,0.0042989069767441,16.143348046511626,52.566511627906976,0.0398607906976744,0.0032732558139534,83525.5
JamesPro,YouTube,49,5130684,0.0479619795918367,184891,14226,21110,18352,18549,242902,12851.654081632654,0.0040051224489795,0.0036110408163265,0.0039051632653061,16.559301612244898,47.96197959183674,0.0364406530612244,0.0029785714285714,106361.0
AhmedChannel,YouTube,44,5100714,0.0489446136363636,187058,15022,20900,17372,17785,243115,16203.087727272728,0.0040146818181818,0.0035308636363636,0.0039718863636363,14.607598613636362,48.94461363636364,0.0374271818181818,0.0032825227272727,107955.4
FatmaYT,TikTok,58,5086589,0.0893252586206896,368295,9448,43428,35629,28387,475739,9827.883275862068,0.0078823103448275,0.0066893448275862,0.0059547068965517,51.54368298275863,89.32525862068965,0.0687986896551724,0.0018739137931034,93418.0
HassanChannel,TikTok,65,5081387,0.0992434769230769,356267,9631,42358,32690,39833,471148,10632.11276923077,0.0086599692307692,0.0069842461538461,0.0078967999999999,51.64500103076923,99.24347692307693,0.0757024461538461,0.0019738307692307,79742.9
LiamOfficial,TikTok,57,5051841,0.0921979824561403,353240,10915,40136,34195,36517,464088,10186.126315789474,0.0079308070175438,0.0067817192982456,0.0070504912280701,54.79080071929825,92.19798245614037,0.0704350701754386,0.0018324912280701,82810.8
MayaShorts,YouTube,46,5043250,0.049523,179386,16587,20352,17368,18260,235366,13858.004347826089,0.0043226304347826,0.0036380434782608,0.0037259565217391,14.705697260869568,49.523,0.0378363913043478,0.003249652173913,104142.7
AhmedYT,TikTok,50,5016599,0.08807902,360852,10258,34653,35287,44892,475684,14942.1274,0.00689532,0.0065901399999999,0.00717958,47.30476936,88.07902,0.06741376,0.0018976199999999,97201.9
NoorTV,YouTube,35,5014542,0.0464564285714285,176390,13559,17603,17365,27582,238940,22231.881142857143,0.0037090857142857,0.0033985428571428,0.0042671142857142,13.725112114285714,46.45642857142857,0.0350817999999999,0.0031747714285714,115022.7
YukiOfficial,TikTok,57,5012947,0.0894272807017543,357077,12259,38401,37021,33691,466190,10822.25543859649,0.0074547543859649,0.0066050701754385,0.0067903859649122,41.7260720877193,89.42728070175438,0.0685770701754386,0.0021078771929824,85369.3
AvaPro,YouTube,48,5011538,0.0527527291666666,195834,18127,21281,18324,21937,257376,14752.616458333332,0.004362625,0.0037334791666666,0.0045755625,14.741343166666669,52.75272916666666,0.040081,0.0032998958333333,105585.7
JiwooYT,TikTok,66,5005569,0.0890215757575757,344281,9107,36021,34425,30664,445391,10419.30181818182,0.0075694848484848,0.0068098181818181,0.0065708787878787,50.394110833333336,89.02157575757576,0.0680713939393939,0.0017018939393939,83156.5
NoahTV,TikTok,53,5001791,0.0832375849056603,330296,10684,34657,31483,31255,427691,14237.334150943396,0.0068625660377358,0.0062674528301886,0.0059753396226415,49.927647283018864,83.23758490566037,0.0641321886792452,0.001870396226415,98910.3
GuruOmar,TikTok,23,4999274,0.0896004782608695,364997,11649,37933,28163,33622,464715,17252.92347826087,0.0073124782608695,0.0063985652173913,0.0072285217391304,57.0165337826087,89.60047826086956,0.0686609130434782,0.0017726956521739,166405.2
Sofia,TikTok,58,4997854,0.0912935517241379,342475,9998,36995,31561,34179,445210,11209.226896551723,0.0078004137931034,0.0065141379310344,0.0070340172413793,48.27071118965517,91.29355172413791,0.0699449827586207,0.0020467586206896,89104.7
DiegoVlogs,YouTube,44,4985591,0.0510002272727272,189688,15876,19577,17335,17692,244292,15040.785909090908,0.0043167954545454,0.0036832045454545,0.0041865227272727,16.39527284090909,51.00022727272727,0.038813909090909,0.0032449545454545,100207.3
MayaYT,YouTube,43,4968558,0.0505643488372093,190405,18006,19657,17963,21501,249526,16190.985813953488,0.004065465116279,0.0036933255813953,0.0039988372093023,15.115098860465116,50.5643488372093,0.0388065348837209,0.0036233953488372,116096.1
ProYoussef,TikTok,34,4966176,0.0935044999999999,338323,9477,39036,32856,33656,443871,14912.156176470588,0.0079265588235294,0.0065548823529411,0.0078355294117647,44.32948358823529,93.5045,0.0711874411764705,0.001951794117647,128213.7
NoorChannel,TikTok,61,4958650,0.0884745081967213,335094,9276,36746,32764,34268,438872,10918.796557377049,0.0078028360655737,0.0065793606557377,0.0068357704918032,58.03247634426229,88.4745081967213,0.0672565409836065,0.0017398196721311,81777.9
SofiaVlogs,YouTube,42,4958208,0.0520555952380952,178890,14881,20848,18292,15533,233563,15024.560476190478,0.0043886428571428,0.0040720476190476,0.0035779523809523,14.838119785714284,52.05559523809524,0.0400170476190476,0.0032879047619047,97585.7
EmilyOfficial,TikTok,55,4952332,0.0917777454545454,349027,10259,37708,33897,36098,456730,12851.53618181818,0.0074324545454545,0.0067174909090909,0.007317109090909,42.36271356363637,91.77774545454544,0.0703106181818181,0.0020020545454545,104979.80000000002
LiamShorts,TikTok,63,4940496,0.0866012857142857,331774,9252,35712,31532,38075,437093,12378.424761904762,0.0072144444444444,0.0062780952380952,0.0074526349206349,54.0126579047619,86.60128571428572,0.0656560317460317,0.0016965555555555,84501.2
LucasPro,YouTube,41,4926329,0.0546067804878048,210728,22346,22928,20470,20063,274189,18319.66975609756,0.0043659268292682,0.0041466097560975,0.0040664390243902,13.042061487804878,54.60678048780488,0.0420279024390243,0.0039722682926829,110281.5
LinaTV,YouTube,44,4926029,0.0540103636363636,221572,20570,25256,21765,26505,295098,13880.567954545457,0.0047467727272727,0.0038975909090909,0.0041629772727272,14.64934634090909,54.01036363636364,0.0412030909090909,0.0037624318181818,98232.9
EmilyOfficial,YouTube,39,4915767,0.0528881538461538,199087,15848,24250,18528,21554,263419,18214.28282051282,0.0046106153846153,0.0037743333333333,0.0040922307692307,14.153531897435895,52.88815384615384,0.0404109999999999,0.0037046923076923,104979.80000000002
JamesTV,YouTube,43,4914587,0.0533,191688,18298,21985,16260,21190,251123,21308.53093023256,0.0045503953488372,0.003600488372093,0.0042433488372093,14.145559209302323,53.3,0.0409057441860465,0.0035817209302325,101422.3
DiegoPro,YouTube,42,4892512,0.0482891666666666,172204,13160,18827,16946,20944,228921,17573.852380952383,0.0041134285714285,0.0034200238095238,0.0039468809523809,13.458117714285716,48.28916666666667,0.0368088095238095,0.0033953095238095,108537.2
AvaShorts,TikTok,54,4885213,0.0900216296296296,325165,8960,37927,30253,36185,429530,13090.244074074077,0.0079957777777777,0.0064314074074074,0.0071332407407407,47.57293072222223,90.02162962962963,0.0684611666666666,0.0019154629629629,84701.8
Olivia,TikTok,64,4879650,0.09866825,368698,9873,39895,34998,35431,479022,10642.4828125,0.00818775,0.00707815625,0.007891328125,57.819343796875,98.66825,0.0755109375,0.001905421875,80018.9
JiwooShorts,YouTube,38,4876089,0.0517352894736842,214358,18723,24244,20783,22374,281759,22792.862631578948,0.0045042105263157,0.0036950263157894,0.0041944736842105,14.486112078947368,51.73528947368421,0.0393416052631579,0.0034176052631578,101576.10000000002
YoussefTV,TikTok,51,4845894,0.0900954901960784,342562,8446,37761,37012,31362,448697,16947.840784313725,0.0071407843137254,0.0068862549019607,0.0074458431372549,48.55355617647059,90.09549019607844,0.0686227058823529,0.0019059607843137,94296.6
JiwooVlogs,YouTube,49,4837672,0.0536752244897959,186440,17283,23617,16722,18111,244890,14164.752040816324,0.0048548775510204,0.0038591632653061,0.0037024693877551,14.53058387755102,53.67522448979592,0.0412586734693877,0.0036279795918367,120740.0
DailyVlogsFatma,TikTok,31,4793190,0.086708129032258,295403,6597,32898,29733,28154,386188,23589.66451612904,0.0075713225806451,0.0065003548387096,0.0068397419354838,56.88605587096775,86.70812903225806,0.0657966451612903,0.0014328064516129,150519.5
OmarTV,TikTok,59,4782589,0.0930354237288135,349379,9232,40021,33626,35137,458163,13236.731694915256,0.0080801186440677,0.0067419152542372,0.0068047288135593,49.49874594915254,93.03542372881356,0.0714087627118644,0.001892627118644,103129.6
OmarPro,TikTok,53,4768175,0.0927066037735849,334368,9614,35460,32500,36770,439098,9425.065471698112,0.0075566415094339,0.0066347735849056,0.0075482075471698,48.01763337735849,92.7066037735849,0.0709669245283018,0.0019869056603773,89603.4
AmrPro,YouTube,42,4767761,0.0516259523809523,176794,12978,20213,18868,18409,234284,18283.09119047619,0.0041859761904761,0.0039868333333333,0.0040338809523809,16.657399333333334,51.62595238095238,0.0394192142857142,0.0030958809523809,104341.6
Ali,YouTube,37,4762945,0.0526579459459459,196433,16968,25660,19893,18723,260709,20755.46108108108,0.0047167297297297,0.0038196756756756,0.0037173783783783,13.233460324324325,52.65794594594595,0.0404041081081081,0.003672054054054,99893.3
LucasYT,YouTube,47,4757787,0.0525471702127659,178396,12756,19115,17625,18274,233410,11460.79489361702,0.0043282340425531,0.0037860638297872,0.0040731276595744,17.027062723404253,52.54717021276596,0.0403598085106383,0.0031867021276595,81897.0
FatmaVlogs,YouTube,43,4755832,0.0496803953488372,176553,18002,18020,18031,17887,230491,15633.940697674418,0.0041204186046511,0.0037193720930232,0.0038296046511627,15.634298,49.68039534883721,0.0380110465116279,0.0032371627906976,127439.6
NoahYT,TikTok,50,4729771,0.0939109799999999,350961,9192,41571,35086,30953,458571,14349.6996,0.00784024,0.00720666,0.00647744,43.83365872,93.91098,0.07238656,0.00197818,91480.6
SofiaPro,TikTok,50,4720323,0.0875601,303042,8117,36195,30246,30011,399494,15316.875800000002,0.0074597599999999,0.00659758,0.00653688,50.3080572,87.5601,0.06696592,0.0018629399999999,93389.0
LeilaChannel,YouTube,40,4712089,0.048499675,170699,12780,18275,16150,18645,223769,20842.70525,0.003898575,0.003458975,0.00403,14.49184525,48.499675,0.0371120999999999,0.00315495,103650.5
MusicByLina,TikTok,29,4704330,0.0892636206896551,336720,7946,35341,33612,40351,446024,26014.04,0.0074956896551724,0.0066366896551724,0.0076208620689655,57.928555241379314,89.26362068965517,0.0675104137931034,0.0017532413793103,140206.0
AhmedOfficial,YouTube,38,4680830,0.0463347105263157,168866,17485,18031,16387,16494,219778,16608.231315789475,0.0037767894736842,0.0034889736842105,0.0036165263157894,12.078598394736842,46.33471052631579,0.0354523947368421,0.0033528947368421,106317.89999999998
LiamTV,TikTok,64,4678443,0.089758953125,310538,7842,35709,29922,30511,406680,11874.376875,0.00771309375,0.006451390625,0.007085625,53.376407796875,89.758953125,0.068508890625,0.00182978125,87413.19999999998
LinaYT,TikTok,66,4661662,0.0893848181818181,346641,10043,38168,30275,32631,447715,10040.277272727271,0.0076682575757575,0.0062277878787878,0.006666106060606,53.67583236363637,89.38481818181819,0.0688226515151515,0.0018192272727272,86157.4
FatmaPro,YouTube,41,4647433,0.0519994634146341,179146,16815,19818,17478,19162,235604,19744.76829268293,0.0043514146341463,0.0038470731707317,0.0040049512195121,13.351043,51.99946341463415,0.0397959268292682,0.0036446341463414,115494.89999999998
FatmaYT,YouTube,46,4628879,0.0482551739130434,173034,11866,18348,16894,16205,224481,11354.624782608696,0.0040283478260869,0.0036563913043478,0.003788652173913,16.908934804347826,48.25517391304347,0.0367820434782608,0.0027925,93418.0
AhmedYT,YouTube,48,4626222,0.0496829583333333,167026,14204,19272,16099,14598,216995,13453.78,0.0043217083333333,0.0036233541666666,0.0034469791666666,14.8247086875,49.68295833333334,0.0382908125,0.0031450208333333,97201.9
James,TikTok,56,4624418,0.0962985535714285,363186,10485,36957,34057,38409,472609,10009.025535714289,0.0078431607142857,0.0069075,0.0079973214285714,45.80277175,96.29855357142856,0.073550625,0.0020070178571428,92280.2
JamesShorts,TikTok,65,4622121,0.097089123076923,342642,8872,37415,32218,38022,450297,10538.939692307693,0.0079790153846153,0.0072309692307692,0.007944723076923,57.345577815384615,97.08912307692307,0.0739343692307692,0.0018618769230769,82413.7
FatmaShorts,YouTube,44,4608279,0.0534303181818181,192473,16597,18499,18147,17084,246203,10242.490227272729,0.0046938181818181,0.0037493181818181,0.0041227954545454,16.375893727272725,53.43031818181819,0.0408645,0.00332025,107322.2
Noah,YouTube,39,4603916,0.0464734871794871,159998,14876,17743,14581,15780,208102,13686.600256410256,0.0037804871794871,0.0033620256410256,0.0035026153846153,14.864305076923078,46.47348717948718,0.0358283589743589,0.0029665384615384,95866.1
OliviaVlogs,TikTok,54,4602687,0.0936618703703703,315542,8285,32487,31950,35500,415479,10182.474629629629,0.0079476481481481,0.0069896111111111,0.0069640185185185,53.328319462962966,93.66187037037037,0.0717605925925925,0.0018897592592592,105863.9
AliOfficial,TikTok,52,4595798,0.09376825,314757,9408,34660,30231,32508,412156,15324.177692307692,0.0078942115384615,0.0071997307692307,0.0070984423076923,46.99424375,93.76825,0.0715758461538461,0.0020712692307692,92069.4
AvaVlogs,YouTube,41,4591233,0.0489048780487804,183222,17821,21691,18977,19683,243573,16879.003902439024,0.004208975609756,0.0036918048780487,0.0037683902439024,15.990670390243904,48.90487804878049,0.0372356585365853,0.0031559024390243,103877.5
YukiChannel,YouTube,46,4575542,0.0507921956521739,172561,14243,18687,17331,17881,226460,15599.777391304347,0.0042263260869565,0.0039458260869565,0.0040983695652173,15.274095347826089,50.79219565217391,0.0385216304347826,0.0030146956521739,92439.5
OmarShorts,YouTube,39,4562159,0.0514038974358974,174396,14279,19733,16442,17337,227908,16692.27564102564,0.0043024102564102,0.0036291282051282,0.0041154102564102,14.496617128205129,51.40389743589744,0.0393568974358974,0.0033864615384615,97694.6
Fatma,TikTok,51,4561239,0.089182431372549,313751,8517,35017,30812,30853,410433,12776.644901960784,0.0070053137254901,0.0065530392156862,0.0075589215686274,49.9420456862745,89.18243137254902,0.0680650784313725,0.0018329019607843,88998.8
LucasYT,TikTok,67,4561100,0.0932375820895522,319632,8144,34586,29593,35668,419479,9904.763582089552,0.0078690597014925,0.0065994626865671,0.0072908208955223,52.595378208955225,93.23758208955223,0.0714782089552238,0.0019499701492537,81897.0
YukiYT,YouTube,37,4557872,0.0492412162162162,176962,16892,18352,16477,17190,228981,17800.126216216217,0.0040626486486486,0.0037322162162162,0.0041261351351351,12.696790162162165,49.241216216216216,0.0373203243243243,0.0035857567567567,107610.4
EmilyPro,TikTok,55,4551509,0.0893017818181818,330272,9802,37618,34188,36512,438590,13113.031818181818,0.0077196363636363,0.0067920545454545,0.0073374909090909,47.82469085454546,89.30178181818182,0.0674525636363636,0.0018898727272727,93745.1
GamingWithNoah,TikTok,30,4539653,0.0913094,297567,8427,34560,29174,28929,390230,17713.85,0.0079595,0.0069478666666666,0.0070402333333333,43.0896359,91.3094,0.0693618333333333,0.0019279333333333,129907.2
AmrShorts,YouTube,33,4512161,0.0546115454545454,223185,20600,18605,18963,30737,291490,27983.686666666665,0.0043722121212121,0.0041571212121212,0.0046246363636363,15.391274818181817,54.61154545454546,0.0414577272727272,0.0035162121212121,114801.6
MusicByYoussef,TikTok,27,4451741,0.0905694074074074,268346,7277,31979,26268,23509,350102,21610.257407407407,0.0076152222222222,0.0065254444444444,0.0066596666666666,52.05391755555556,90.5694074074074,0.069769037037037,0.0019585925925925,127261.5
CookingWithOmar,TikTok,24,4446128,0.0928443749999999,443902,9698,38263,41975,41708,565848,17335.8375,0.0080632916666666,0.0068006666666666,0.0067462916666666,55.55478591666667,92.844375,0.0712339583333333,0.0017411249999999,150387.6
LiamShorts,YouTube,48,4439132,0.0449861666666666,152210,14336,16902,13682,14846,197640,11574.565208333332,0.003820875,0.003272125,0.0035475416666666,14.196418520833332,44.98616666666666,0.0343455208333333,0.0030459166666666,84501.2
DiegoYT,TikTok,53,4438051,0.0936145660377358,319185,8750,33129,30013,31254,413581,11097.74603773585,0.0075236226415094,0.0069659622641509,0.0069392264150943,51.617599735849055,93.61456603773586,0.0721859056603773,0.0020478113207547,84611.9
HassanOfficial,YouTube,41,4434161,0.0497089512195121,147971,12396,16057,14190,17344,195562,14373.672682926828,0.0041342195121951,0.0037268536585365,0.0038235365853658,15.29617768292683,49.708951219512194,0.0380244146341463,0.0030537560975609,88068.7
OmarVlogs,YouTube,49,4421434,0.0480537959183673,141569,11377,14085,14232,16640,186526,15432.396326530614,0.0040330408163265,0.0034905918367346,0.003911387755102,14.06975606122449,48.05379591836735,0.0366189183673469,0.0032151020408163,96938.3
SaraVlogs,YouTube,42,4383507,0.051552619047619,180060,16280,18760,16643,16465,231928,10122.051666666666,0.0043995238095238,0.003763119047619,0.0038370476190476,13.681979547619049,51.55261904761905,0.039553119047619,0.0036276666666666,95201.4
DiegoPro,TikTok,43,4364439,0.0851020465116279,248372,7644,29470,24691,28755,331288,11912.418372093023,0.0071407209302325,0.0063039069767441,0.0063427441860465,58.41305220930233,85.1020465116279,0.0653144418604651,0.0015697674418604,108537.2
Noor,YouTube,37,4361734,0.0534356756756756,179424,17714,21180,18069,18245,236918,14270.754594594597,0.0045594594594594,0.0039314864864864,0.0042248378378378,15.054243972972971,53.43567567567568,0.0407196486486486,0.0035345135135135,115352.0
AvaOfficial,YouTube,37,4361173,0.0508713513513513,177677,15396,21984,18158,19217,237036,15460.65081081081,0.0044739459459459,0.0037495945945945,0.004209054054054,12.552275108108107,50.87135135135135,0.0384389189189189,0.0037081351351351,102994.2
AliYT,YouTube,38,4349051,0.0536212105263157,171504,13456,17440,15014,18843,222801,14804.264736842108,0.0044617894736842,0.0038556315789473,0.0041454210526315,16.17194897368421,53.62121052631579,0.0411585,0.0033907894736842,108133.7
SaraShorts,TikTok,57,4327162,0.0909289298245614,307473,9274,32316,27654,32581,400024,8312.330175438598,0.0075425087719298,0.0064871754385964,0.0072634912280701,44.99625582456141,90.9289298245614,0.0696357894736842,0.0021056140350877,85253.7
SofiaShorts,YouTube,41,4317333,0.0552045121951219,194956,14615,18613,17268,18360,249197,13010.057804878048,0.0042890975609756,0.0039443170731707,0.0042307560975609,14.479477536585367,55.20451219512196,0.0427403170731707,0.0034772682926829,78433.1
YukiOfficial,YouTube,51,4244515,0.0503431176470588,161848,15602,17593,14591,16763,210795,13785.681960784314,0.0042465490196078,0.0036452156862745,0.0039952352941176,14.001559274509804,50.34311764705882,0.0384562352941176,0.0033593333333333,85369.3
AmrTV,YouTube,50,4242664,0.05036542,165153,14491,18200,16287,17774,217414,12912.6346,0.0043409,0.00378796,0.00407256,16.51615126,50.36542,0.03816406,0.00318162,115920.9
EmilyTV,YouTube,43,4238092,0.0524099069767441,170720,16901,18953,16543,17124,223340,15625.57,0.0042787209302325,0.0038578139534883,0.0039648604651162,13.048013186046513,52.40990697674419,0.040308465116279,0.0038621162790697,94785.60000000002
GuruMaya,TikTok,33,4220280,0.0940491818181818,312041,7074,31252,30591,32176,406060,18189.37515151516,0.0074888181818181,0.0073751515151515,0.0077652727272727,61.01138018181818,94.04918181818182,0.0714199696969697,0.0017770303030303,117060.89999999998
