trend_label,platform,region,language,category,traffic_source,device_brand,creator_tier,title_len,text_richness,like_rate,comment_rate,share_rate,like_rate_log,comment_rate_log,share_rate_log,views_per_day,likes_per_day,rel_like,rel_share,rel_combo,like_hashtag_interaction,share_hashtag_interaction,platform_cat,region_cat,language_cat,category_cat,traffic_source_cat,device_brand_cat,creator_tier_cat,richness_traffic_interaction,weekend_hashtag_boost
stable,youtube,Americas,fr,Music,feed,other,micro,2,1.9999980000020001,0.32561608808834264,0.0336122089397443,0.0194418662788915,0.28187732351428163,0.033059666031144755,0.01925528761048355,0.12735032796300944,0.04146731560809861,0.5216746265635945,-0.6742919044563594,0.1704282359085824,0.32561608808834264,0.0194418662788915,1,1,4,6,1,4,1,3.9999960000040002,0
declining,youtube,Oceania,en,Travel,feed,huawei,nano,2,1.9999980000020001,0.07224649845739285,0.1718875033199532,0.010478288243426,0.06975597880671616,0.15861569961941327,0.01042377147872975,0.06394540438778155,0.004619831559462773,-0.6201878978903456,-0.8095089867924237,-0.5289468840992897,0.07224649845739285,0.010478288243426,1,5,2,10,1,2,3,3.9999960000040002,0
rising,tiktok,Asia,ar,Comedy,share,samsung,nano,2,1.9999980000020001,0.35792382320898797,0.0825197271948474,0.0707102629302229,0.3059569327243878,0.07929140446503717,0.0683222253889957,0.10549129926812519,0.037757849149348474,0.7247826056113071,0.2233479211488147,0.19681719927348323,0.35792382320898797,0.0707102629302229,0,2,0,1,5,5,3,11.999988000012001,0
rising,tiktok,Americas,ko,Education,feed,xiaomi,micro,2,1.9999980000020001,0.21271661828482186,0.0431241667370039,0.017227358879339,0.19286298212825334,0.04222021661950695,0.0170806504677345,0.12363095714566669,0.026298359119352403,0.08753010058829316,-0.6533109743817139,0.018930453726074964,0.21271661828482186,0.017227358879339,0,1,8,2,1,6,1,3.9999960000040002,0
declining,youtube,Asia,it,Lifestyle,feed,xiaomi,mid,3,2.9999970000030003,0.13140152048810405,0.0186956979681036,0.0456997982610941,0.12345714782570064,0.018523081544304456,0.0446863247000331,0.09735484647533109,0.012792574853750899,-0.3426287908431884,-0.16827324678594924,-0.20474963061964027,0.13140152048810405,0.0456997982610941,1,2,6,5,1,6,2,5.999994000006001,0
stable,tiktok,Asia,it,Travel,search,samsung,nano,2,1.9999980000020001,0.23851228586969028,0.0175357532512944,0.0543878411064092,0.2139108898574532,0.017383776047786795,0.05296035312375278,0.13163055591473827,0.03139550478153402,0.17253864696379195,-0.03264360322105551,0.1500434507032572,0.23851228586969028,0.0543878411064092,0,2,6,10,4,5,3,9.999990000010001,0
stable,tiktok,Americas,en,Lifestyle,share,samsung,nano,2,1.9999980000020001,0.09881099931093,0.038484196543145,0.0942341093888183,0.09422868548277243,0.03776214663821732,0.09005467506322096,0.11110149038995558,0.010978049290370053,-0.501057399030808,0.7797208278534684,-0.07730215147217911,0.09881099931093,0.0942341093888183,0,1,2,5,5,5,3,11.999988000012001,0
declining,youtube,Europe,tr,Sports,share,samsung,micro,2,1.9999980000020001,0.058698759022469155,0.0970773391317232,0.0135438600121829,0.05704056819542205,0.09264967938390875,0.013452961762578713,0.11931219648843437,0.007003477870118985,-0.7200202268018698,-0.7465114554106879,-0.2606500653763126,0.058698759022469155,0.0135438600121829,1,3,11,8,5,5,1,11.999988000012001,0
stable,tiktok,Americas,ar,Tech,search,samsung,micro,3,2.9999970000030003,0.14767639167948465,0.1243738939213385,0.0944128708444962,0.13773936937832754,0.1172263419946289,0.09021802845706646,0.10175186589263653,0.015026348401686644,-0.25335106354690845,0.6977533193115203,-0.0704656313151212,0.14767639167948465,0.0944128708444962,0,1,0,9,4,5,1,14.999985000015002,0
stable,youtube,Americas,en,News,feed,huawei,nano,2,1.9999980000020001,0.14744231804337085,0.1369549100826293,0.1098512465487469,0.13753539418877964,0.12835355706263124,0.10422599422557048,0.1060261979298495,0.015632748396109505,-0.24566854123287038,1.0860489708602699,0.0031536842459921888,0.14744231804337085,0.1098512465487469,1,1,2,7,1,2,3,3.9999960000040002,0
rising,youtube,Americas,es,Travel,feed,samsung,micro,2,1.9999980000020001,0.3407070845286666,0.0916559327225844,0.0688942331968762,0.29319714981270495,0.08769574775023165,0.06662468720123381,0.13646502895931148,0.04649460215686382,0.7326486171909824,0.3496291655059685,0.3861522783026153,0.3407070845286666,0.0688942331968762,1,1,3,10,1,5,1,3.9999960000040002,0
rising,youtube,Asia,ja,Lifestyle,search,apple,nano,3,2.9999970000030003,0.18295849610332823,0.0927302292299987,0.0525928902161389,0.1680185007826049,0.08867936192316604,0.051256539417426854,0.1137755086452998,0.02081619595514426,-0.08470321015604747,-0.042823162552824194,-0.027986286691982498,0.18295849610332823,0.0525928902161389,1,2,7,5,4,0,3,14.999985000015002,0
stable,tiktok,Americas,ar,Gaming,feed,samsung,mid,3,2.9999970000030003,0.06807060032526573,0.1295775074890915,0.0462830255866928,0.06585384352662219,0.12184367563321623,0.04524390799762096,0.14797621359915342,0.01007282969355747,-0.6796677781087157,-0.2069028552020828,-0.03608498093907207,0.06807060032526573,0.0462830255866928,0,1,0,4,1,5,2,5.999994000006001,0
declining,youtube,Americas,ja,News,feed,apple,mid,2,1.9999980000020001,0.16535717292797766,0.0543633689551739,0.0082964921336386,0.15302762623398988,0.05293714303512816,0.008262265420242642,0.09321577649452473,0.015413897273428966,-0.15401475320070068,-0.8424340378108051,-0.23085552095154482,0.16535717292797766,0.0082964921336386,1,1,7,7,1,0,2,3.9999960000040002,0
seasonal,tiktok,Americas,ar,Gaming,feed,samsung,nano,2,1.9999980000020001,0.1002357816174193,0.015730134915638,0.0302362832215901,0.09552450376023155,0.015607698633800614,0.029788177119125517,0.13947935606942938,0.013980822275118517,-0.5283044497659382,-0.48187084667968194,-0.06344880688973084,0.1002357816174193,0.0302362832215901,0,1,0,4,1,5,3,3.9999960000040002,0
stable,tiktok,Asia,en,Comedy,external,samsung,nano,3,2.9999970000030003,0.11494911249903902,0.0326632290994413,0.0712709440142766,0.1088087648562758,0.0321411244954372,0.06884574174389309,0.11386245923641086,0.013088388636189087,-0.44607375153848583,0.23304804543144003,-0.1092661392105748,0.11494911249903902,0.0712709440142766,0,2,2,1,0,5,3,2.9999970000030003,0
stable,youtube,Americas,en,Sports,share,apple,nano,3,2.9999970000030003,0.024524950030787033,0.0586659574582347,0.105726979798829,0.024229041773423797,0.057009584809346175,0.10050301891864016,0.08141453751122535,0.0019966874642436436,-0.8743400459392101,0.9542307903629675,-0.3267427884701575,0.024524950030787033,0.105726979798829,1,1,2,8,5,0,3,17.999982000018,0
seasonal,youtube,Africa,en,Sports,hashtag,apple,nano,2,1.9999980000020001,0.23325537707217023,0.0602453543512792,0.0457407040254776,0.20965732120505176,0.05850034770890009,0.04472544201113422,0.06315296033802432,0.014730767576881137,0.15778640515784023,-0.09382635825984395,-0.2338587066987545,0.23325537707217023,0.0457407040254776,1,0,2,8,2,0,3,5.999994000006001,1
seasonal,tiktok,Americas,es,News,profile,apple,nano,2,1.9999980000020001,0.33870006462901303,0.1100033674502071,0.0464541802164807,0.29169904208715686,0.1043630490585663,0.04540747811019401,0.08800435385652436,0.029807080338855978,0.7328209345670675,-0.11783523845627375,0.07972461367551813,0.33870006462901303,0.0464541802164807,0,1,3,7,3,0,3,7.9999920000080005,1
rising,tiktok,MENA,es,Sports,feed,oppo,nano,2,1.9999980000020001,0.10605134218608095,0.0979231700846792,0.0180671670972904,0.10079632352910058,0.09342036803866796,0.017905895418668157,0.11343826496616981,0.012030280254927804,-0.46896916956913665,-0.6687629071559626,-0.20410762394433557,0.10605134218608095,0.0180671670972904,0,4,3,8,1,3,3,3.9999960000040002,0
stable,tiktok,Asia,en,Food,profile,xiaomi,mid,2,1.9999980000020001,0.14187141642430612,0.0933367398972297,0.0857935494126805,0.13266850981947872,0.08923424948275002,0.08231110161015619,0.09112898136218207,0.012928597663163935,-0.2687867295300285,0.5274046997056567,-0.14389016504795674,0.14187141642430612,0.0857935494126805,0,2,2,3,3,6,2,7.9999920000080005,0
stable,tiktok,Europe,pt,Sports,feed,apple,micro,2,1.9999980000020001,0.4175138292046956,0.0790222336564325,0.0229131761988107,0.34890451262487543,0.07605529186206297,0.022654611616760398,0.10429098820614362,0.04354292983750929,0.9914171562926055,-0.5711671313047788,0.19099938835581037,0.4175138292046956,0.0229131761988107,0,3,9,8,1,0,1,3.9999960000040002,0
rising,youtube,MENA,ar,Music,feed,samsung,nano,2,1.9999980000020001,0.45173360058070533,0.1360924477905752,0.0402180699176954,0.3727584288953559,0.12759469708511645,0.039430373786123366,0.0783829442718946,0.03540820964008192,1.0388740078835628,-0.3011953534409507,0.08962682172091545,0.45173360058070533,0.0402180699176954,1,4,0,6,1,5,3,3.9999960000040002,0
stable,youtube,Asia,en,Food,hashtag,apple,mid,2,1.9999980000020001,0.17470808307940242,0.0461894210336344,0.0280964874422875,0.1610196767973864,0.045154440102096675,0.02770902200811449,0.1412223138941217,0.02467267974848825,-0.09954589314083716,-0.4997790108688705,0.07021712860072177,0.17470808307940242,0.0280964874422875,1,2,2,3,2,0,2,5.999994000006001,0
stable,youtube,Europe,ko,Music,share,samsung,nano,2,1.9999980000020001,0.2475695975342589,0.097703151960375,0.0429428252992819,0.22119733669397482,0.09321995312941718,0.0420463569698686,0.09882523962547157,0.02446612480031686,0.1907750956179789,-0.2819231052725644,-0.0395892417718826,0.2475695975342589,0.0429428252992819,1,3,8,6,5,5,3,11.999988000012001,0
rising,tiktok,Europe,ar,Beauty,feed,apple,macro,2,1.9999980000020001,0.2916375440778481,0.2134061076728543,0.0404889682891635,0.25591082736264836,0.1934313700331338,0.03969076447834903,0.2042732217630699,0.05957374071586568,0.4353178357320232,-0.18766885620435808,0.5954838541062415,0.2916375440778481,0.0404889682891635,0,3,0,0,1,0,0,3.9999960000040002,0
stable,tiktok,Asia,en,Comedy,feed,oppo,nano,2,1.9999980000020001,0.47387134982968515,0.0820260763683386,0.0375239878985424,0.3878925103309773,0.07883528028946667,0.036837093721498175,0.11611778610754332,0.0550248920420395,1.2835152335583329,-0.35079485170395086,0.3631354247799907,0.47387134982968515,0.0375239878985424,0,2,2,1,1,3,3,3.9999960000040002,0
declining,youtube,Americas,en,Food,feed,xiaomi,nano,3,2.9999970000030003,0.18341487004136292,0.0956257218644777,0.0262120655463089,0.16840421670573194,0.09132563555404861,0.02587441695642229,0.08128142593770911,0.014908222175150594,-0.07770193397194183,-0.4949487812301209,-0.24455741344460644,0.18341487004136292,0.0262120655463089,1,1,2,3,1,6,3,5.999994000006001,0
stable,tiktok,Americas,ru,Food,search,apple,micro,3,2.9999970000030003,0.13311964664158327,0.1107698118075492,0.0721958940482082,0.12497457809581461,0.10505329909844566,0.06970878293950995,0.12037673861012603,0.01602450890765275,-0.33060909659426524,0.3910288083639193,-0.02585257685985745,0.13311964664158327,0.0721958940482082,0,1,10,3,4,0,1,14.999985000015002,0
stable,tiktok,Americas,pt,Music,feed,samsung,nano,3,2.9999970000030003,0.34552591271524147,0.1343655126078928,0.1166964401530134,0.2967849497992573,0.12607347489485243,0.11037471963701272,0.11783428476731478,0.04071479879339109,0.6147172710143161,0.9549227177641735,0.3103497598863238,0.34552591271524147,0.1166964401530134,0,1,9,6,1,5,3,5.999994000006001,0
rising,youtube,Americas,en,Gaming,feed,oppo,mid,3,2.9999970000030003,0.2355574161930002,0.0168739797700014,0.0998222704333897,0.21152221739668392,0.016733195691339353,0.09514859441682717,0.13455711033425316,0.031695925240744695,0.10849385769896049,0.710515664131728,0.2206008488179883,0.2355574161930002,0.0998222704333897,1,1,2,4,1,3,2,5.999994000006001,1
declining,youtube,MENA,es,Lifestyle,search,samsung,micro,3,2.9999970000030003,0.12232356587643885,0.121237854708146,0.0191599902221633,0.11540114866016224,0.1144333024108172,0.018978749003765772,0.1041946702728173,0.012745463613096803,-0.3435219548566119,-0.6132409934676949,-0.21830149420288006,0.12232356587643885,0.0191599902221633,1,4,3,5,4,5,1,14.999985000015002,0
rising,tiktok,Americas,es,Gaming,feed,samsung,micro,2,1.9999980000020001,0.32786747825445745,0.019755120535219,0.0391881566231085,0.2835742556038007,0.019562520566217725,0.03843978968027727,0.12390065372597638,0.04062299489123073,0.542887747981773,-0.32847655684984683,0.19023621265388574,0.32786747825445745,0.0391881566231085,0,1,3,4,1,5,1,3.9999960000040002,0
rising,tiktok,Asia,en,Tech,share,samsung,nano,3,2.9999970000030003,0.5659284377751854,0.0972537506578792,0.0266118531220437,0.44847889906288313,0.09281046781493169,0.02626391707589524,0.09379342107286305,0.05308036426138334,1.7503974483960993,-0.5298707776702063,0.3713199446137452,0.5659284377751854,0.0266118531220437,0,2,2,9,5,5,3,17.999982000018,0
stable,tiktok,Asia,tr,Music,feed,oppo,micro,2,1.9999980000020001,0.2154337294139398,0.1769256540956972,0.0396744271936845,0.19510099203220335,0.1629056606889695,0.03890761336735516,0.12640674186254675,0.027232275822524223,-0.020722738683902075,-0.35744109122990697,0.02725713565426384,0.2154337294139398,0.0396744271936845,0,2,11,6,1,3,1,3.9999960000040002,0
seasonal,tiktok,Europe,en,Gaming,feed,huawei,nano,2,1.9999980000020001,0.19371038228604803,0.0788219938296264,0.0286717991583316,0.17706642464830016,0.07586969938524721,0.028268454720877027,0.11291911487633942,0.0218736049101074,-0.11427083258254997,-0.5218371878557149,-0.09224098383475066,0.19371038228604803,0.0286717991583316,0,3,2,4,1,2,3,3.9999960000040002,0
stable,tiktok,Americas,es,News,search,apple,micro,3,2.9999970000030003,0.07110086765694397,0.0301401440229722,0.1462269019004148,0.0686869678496854,0.02969485514415394,0.13647559337168835,0.11169936624409141,0.007941921856689153,-0.6362373265707895,1.7768077017437782,-0.014535915560817264,0.07110086765694397,0.1462269019004148,0,1,3,7,4,0,1,14.999985000015002,0
stable,youtube,Asia,en,News,share,xiaomi,mid,3,2.9999970000030003,0.36383869687865644,0.0942557589502485,0.0411244688098891,0.31030329500797044,0.09007445999505373,0.04030134906542283,0.07448204049566906,0.02709944855482543,0.7864406080261144,-0.27284783514419303,0.00037097566794015713,0.36383869687865644,0.0411244688098891,1,2,2,7,5,6,2,17.999982000018,0
rising,tiktok,MENA,hi,Beauty,feed,huawei,micro,2,1.9999980000020001,0.46125901992137675,0.0312933827730082,0.0994748520784647,0.3792984065285469,0.030813725925437258,0.09483265860782832,0.11222984731731699,0.051767029379534056,1.3909107584425329,0.8579609737050647,0.49524357086733173,0.46125901992137675,0.0994748520784647,0,4,5,0,1,2,1,3.9999960000040002,0
stable,youtube,Americas,ar,Education,feed,samsung,micro,3,2.9999970000030003,0.228971580110933,0.2125941244087535,0.0333150065599885,0.20617770591533102,0.19276196919492797,0.032772087078605586,0.0898437637511935,0.020571668549235395,0.17063445467211696,-0.3295766629503836,-0.10358933764354916,0.228971580110933,0.0333150065599885,1,1,0,2,1,5,1,5.999994000006001,0
stable,tiktok,Americas,fr,Tech,search,xiaomi,nano,3,2.9999970000030003,0.19174792944339128,0.0113485387822143,0.0211714008719161,0.1754210776927645,0.011284627196834728,0.02095040057971131,0.12362566072415508,0.02370496446993734,-0.03052774289474366,-0.6192771937367813,-0.02014852157639844,0.19174792944339128,0.0211714008719161,0,1,4,9,4,6,3,14.999985000015002,0
stable,tiktok,Oceania,es,Education,feed,apple,mid,3,2.9999970000030003,0.25671490503887395,0.0535430264885034,0.078734877618115,0.22850109802766586,0.052158794897982134,0.07578894488675718,0.10131452029966331,0.02600894745779975,0.3375159639771038,0.605280569021181,0.07808241406600583,0.25671490503887395,0.078734877618115,0,5,3,2,1,0,2,5.999994000006001,0
seasonal,youtube,Africa,en,Food,feed,samsung,nano,3,2.9999970000030003,0.06507665667979742,0.0424237287354842,0.0798210484815024,0.06304677467418525,0.041548510129930626,0.07679533155659356,0.1001734776827158,0.006518955015582643,-0.6820696698941868,0.6240676839955059,-0.20726940768060756,0.06507665667979742,0.0798210484815024,1,0,2,3,1,5,3,5.999994000006001,1
stable,youtube,Asia,tr,Tech,hashtag,samsung,nano,2,1.9999980000020001,0.27024373461207446,0.0628436182031872,0.0636597899281033,0.23920879907416648,0.060947974899896874,0.061715593481528934,0.0804912353519339,0.021752252045059338,0.3133800415853215,0.12459936274210444,-0.06513446414097376,0.27024373461207446,0.0636597899281033,1,2,11,9,2,5,3,5.999994000006001,0
rising,tiktok,Europe,de,Lifestyle,feed,apple,mid,3,2.9999970000030003,0.15790470766164483,0.0651153382727438,0.0294316977679678,0.14661208531712916,0.06308309214513835,0.029006900231807114,0.1735073297530674,0.027397624181818472,-0.21408199941786715,-0.3831389501559059,0.22239311026524392,0.15790470766164483,0.0294316977679678,0,3,1,5,1,0,2,5.999994000006001,0
stable,tiktok,Americas,it,Tech,external,xiaomi,micro,2,1.9999980000020001,0.2640673086924509,0.0339502416660706,0.1104634764982992,0.23433454485473065,0.03338665274851248,0.10477747457086908,0.10584246588870572,0.027949535112616032,0.3351151425000112,0.9863758361299038,0.15647491898624616,0.2640673086924509,0.1104634764982992,0,1,6,9,0,6,1,1.9999980000020001,0
rising,tiktok,Asia,fr,Beauty,hashtag,samsung,macro,2,1.9999980000020001,0.1681672178940594,0.0365651373884432,0.0493482133634089,0.15543604016394866,0.03591249451626842,0.04816922224718725,0.17784332086855215,0.02990741649151319,-0.19510622779221776,-0.1362928578660808,0.2648355359368438,0.1681672178940594,0.0493482133634089,0,2,4,0,2,5,0,5.999994000006001,0
declining,youtube,Americas,it,Travel,search,xiaomi,micro,3,2.9999970000030003,0.23032243933840282,0.1119487412248448,0.0132189396995341,0.20727628083369826,0.10611409874511339,0.013132331923232347,0.09228499994677837,0.02125530630209769,0.1712947440869362,-0.7410268409465169,-0.1281039990427533,0.23032243933840282,0.0132189396995341,1,1,6,10,4,6,1,14.999985000015002,0
stable,youtube,Americas,en,Food,feed,google,nano,3,2.9999970000030003,0.22330413487165948,0.0439079323231911,0.1370185660696706,0.20155550516120316,0.04297129814181337,0.12840954363215415,0.11507430033508635,0.02569656708229895,0.12287935596751068,1.6399773317833681,0.2071521595312223,0.22330413487165948,0.1370185660696706,1,1,2,3,1,1,3,5.999994000006001,1
stable,youtube,Americas,en,Beauty,external,xiaomi,nano,2,1.9999980000020001,0.19267706346327645,0.0340273834331492,0.0132675829680472,0.17620041364979913,0.03346125874635124,0.013180339415982322,0.101338867605238,0.019525675424880477,-0.06141549500239575,-0.7431668747735986,-0.16065601569246196,0.19267706346327645,0.0132675829680472,1,1,2,0,0,6,3,1.9999980000020001,0
stable,tiktok,Asia,ko,Music,feed,xiaomi,micro,3,2.9999970000030003,0.09097363766037392,0.0081761769999247,0.0242180967484735,0.087070543094624,0.008142933146913719,0.02392948904513953,0.14373953312617777,0.013076508204096681,-0.5864668883256167,-0.6077623486666927,-0.07573631531192726,0.09097363766037392,0.0242180967484735,0,2,8,6,1,6,1,5.999994000006001,0
rising,tiktok,Asia,tr,Lifestyle,search,apple,mid,3,2.9999970000030003,0.3481133286481922,0.0269205108873945,0.0543861319322928,0.2987060806537602,0.026564528620261204,0.052958732111602354,0.15100608193535187,0.0525672298286541,0.7415216717170268,-0.010187253180221265,0.4200386316461976,0.3481133286481922,0.0543861319322928,0,2,11,5,4,0,2,14.999985000015002,0
stable,youtube,Americas,en,News,hashtag,samsung,nano,2,1.9999980000020001,0.23092388729349067,0.1386419213063483,0.0545886128251835,0.20776501530984698,0.12983625514825725,0.053150750431419765,0.08343460271748554,0.019267042794321152,0.18142964638447845,0.03663429043394141,-0.0947372538144843,0.23092388729349067,0.0545886128251835,1,1,2,7,2,5,3,5.999994000006001,0
stable,youtube,Asia,ko,Music,profile,apple,micro,3,2.9999970000030003,0.1520000360294419,0.0651746362875768,0.2358601793279169,0.1414995935492562,0.06313876345332312,0.2117672291154481,0.10888551569629683,0.016550602308928946,-0.30906609772226484,2.819863142753958,0.16572503421934198,0.1520000360294419,0.2358601793279169,1,2,8,6,3,0,1,11.999988000012001,0
stable,youtube,MENA,en,Food,feed,xiaomi,micro,2,1.9999980000020001,0.1602723078750013,0.1707846394445693,0.0148180460452898,0.14865472573733796,0.15767415604041554,0.014709331443853535,0.08436787077185008,0.013521833359112157,-0.21945728384845256,-0.7044527176687538,-0.2938205025650059,0.1602723078750013,0.0148180460452898,1,4,2,3,1,6,1,3.9999960000040002,0
rising,youtube,Americas,ko,Tech,feed,xiaomi,nano,3,2.9999970000030003,0.43344953606182934,0.0849614062252562,0.0750290530779833,0.3600838024163205,0.08154441606048174,0.07234768733348138,0.11997539522677318,0.05200327939990075,1.1915025588886177,0.3491928730585605,0.4240876536672753,0.43344953606182934,0.0750290530779833,1,1,8,9,1,6,3,5.999994000006001,0
stable,youtube,MENA,ru,Gaming,hashtag,samsung,nano,3,2.9999970000030003,0.25091467855267063,0.0791087613371857,0.0649504420921485,0.22387502656308444,0.07613547946976638,0.06292826483187439,0.0822689758081587,0.020642493619773907,0.15948267200091576,0.08362248704741836,-0.10268892222903085,0.25091467855267063,0.0649504420921485,1,4,10,4,2,5,3,8.999991000009,0
stable,youtube,Asia,fr,Comedy,share,xiaomi,nano,2,1.9999980000020001,0.17684487359633888,0.0853879273609751,0.0744763431961924,0.16283702145805073,0.08193745982962003,0.07183342028867169,0.08799224271847617,0.015560977041015977,-0.1478079560997552,0.28850340378811823,-0.1508474491273991,0.17684487359633888,0.0744763431961924,1,2,4,1,5,6,3,11.999988000012001,0
stable,tiktok,Europe,ko,Gaming,feed,oppo,mid,2,1.9999980000020001,0.15494558109768028,0.0305108739742053,0.0349591601252241,0.1440532269310221,0.030054673426818095,0.034361967122604226,0.15264979177211876,0.02365241069057845,-0.29151965852388917,-0.41698582038739596,0.07414581688077246,0.15494558109768028,0.0349591601252241,0,3,8,4,1,3,2,3.9999960000040002,0
stable,tiktok,Europe,es,Sports,share,samsung,nano,3,2.9999970000030003,0.42900633398894433,0.0482988832319552,0.1069251605938652,0.3569793314004293,0.04716873916241524,0.10158604583487332,0.06835439525051791,0.029324468518477077,1.0462328648501267,1.001095382534984,0.1749150602645263,0.42900633398894433,0.1069251605938652,0,3,3,8,5,5,3,17.999982000018,0
stable,youtube,Americas,it,Sports,search,apple,mid,2,1.9999980000020001,0.06691911976238114,0.0511318623249056,0.0311456866786397,0.06477516791174673,0.04986754770226538,0.03067050123889149,0.08901718602401584,0.005956951732454566,-0.6571313582337295,-0.4242979555553759,-0.35833278866645824,0.06691911976238114,0.0311456866786397,1,1,6,8,4,0,2,9.999990000010001,0
stable,youtube,Asia,it,Beauty,hashtag,huawei,nano,3,2.9999970000030003,0.1966691204495329,0.0,0.0037038754621674,0.17954196434490552,0.0,0.003697033005980127,0.11587405410843765,0.022788848304437684,-0.058689227301519736,-0.9351574791308964,-0.10061923081445115,0.1966691204495329,0.0037038754621674,1,2,6,0,2,2,3,8.999991000009,0
stable,youtube,Asia,en,Comedy,feed,apple,nano,2,1.9999980000020001,0.10507022131916466,0.0879317262584605,0.0414129526425437,0.09990888165570912,0.08427839486410714,0.04057839939021234,0.09287726485961502,0.009758634774323588,-0.4936785516666553,-0.28351339274189374,-0.28601515460050836,0.10507022131916466,0.0414129526425437,1,2,2,1,1,0,3,3.9999960000040002,0
stable,tiktok,Europe,en,News,feed,apple,nano,3,2.9999970000030003,0.21357693487262513,0.1695284347756722,0.1002883410978942,0.19357214332825642,0.15660062036403052,0.09557227372552513,0.07887535813731321,0.01684595722795842,0.07979486882297716,0.884253096576951,-0.070515739298225,0.21357693487262513,0.1002883410978942,0,3,2,7,1,0,3,5.999994000006001,0
stable,youtube,Asia,en,Sports,feed,xiaomi,micro,3,2.9999970000030003,0.2648795640008799,0.0123418831573831,0.0621283909683429,0.2349769113236588,0.012266343020736313,0.06027481096289811,0.10639416160215433,0.028181639137430815,0.30769471063945136,0.1397260610869442,0.06629184973071651,0.2648795640008799,0.0621283909683429,1,2,2,8,1,6,1,5.999994000006001,0
stable,youtube,Europe,ko,Music,share,other,nano,2,1.9999980000020001,0.19650438993182692,0.0979668088452039,0.0569733767570984,0.1794042973372677,0.09346011389201139,0.05540951901847486,0.052278918356221504,0.01027303695789475,-0.054840409903121425,-0.04731394430639323,-0.3400839981135845,0.19650438993182692,0.0569733767570984,1,3,8,6,5,4,3,11.999988000012001,0
stable,tiktok,Asia,fr,Sports,hashtag,samsung,nano,3,2.9999970000030003,0.30958100517310777,0.1436149653378621,0.0653030230977624,0.2697072426729502,0.1341942675450189,0.0632592874210591,0.12672743220787067,0.03923240584593469,0.5283822435257404,0.19796276542075858,0.24534593024320586,0.30958100517310777,0.0653030230977624,0,2,4,8,2,5,3,8.999991000009,0
seasonal,tiktok,Europe,hi,Education,feed,apple,nano,2,1.9999980000020001,0.20329009895332179,0.1819422111982085,0.0626848046683364,0.18505955418356834,0.16715902709346236,0.06079854049719735,0.12019549730484569,0.02443455454085579,0.014387812424558631,0.1608577926074492,0.06879694090674365,0.20329009895332179,0.0626848046683364,0,3,5,2,1,0,3,3.9999960000040002,1
seasonal,youtube,Americas,ar,Lifestyle,share,xiaomi,mid,2,1.9999980000020001,0.2715197523807723,0.0864104528240001,0.0193690389557947,0.2402128404670213,0.0828790993003086,0.019183846631880982,0.07744538454044803,0.02102795163346948,0.3710204363306432,-0.634178153030813,-0.13732415167045328,0.2715197523807723,0.0193690389557947,1,1,0,5,5,6,2,11.999988000012001,0
declining,tiktok,Americas,ar,Food,hashtag,apple,nano,2,1.9999980000020001,0.13770483261003186,0.0496369261114598,0.0202080518502342,0.12901292825604335,0.0484443197163803,0.02000657889882798,0.10018520966358095,0.01379598752673113,-0.3075527048538698,-0.6106290487423868,-0.22548339286228344,0.13770483261003186,0.0202080518502342,0,1,0,3,2,0,3,5.999994000006001,0
rising,tiktok,Americas,hi,Tech,hashtag,huawei,mid,2,1.9999980000020001,0.19462774400620908,0.1310909676061377,0.0661777426224798,0.17783462556187762,0.1231826250279005,0.06408004976420552,0.1668184111621466,0.03246749102319836,-0.01596755561044493,0.1900283184049491,0.29257499333207354,0.19462774400620908,0.0661777426224798,0,1,5,9,2,2,2,5.999994000006001,0
rising,tiktok,Oceania,fr,Music,search,oppo,nano,2,1.9999980000020001,0.3023696455195333,0.100123862155408,0.2133297662195802,0.26418540942169655,0.09542277542466189,0.19336845304730058,0.10950714450289989,0.033111636465213014,0.5416457995349045,2.229165059480391,0.38696283219825445,0.3023696455195333,0.2133297662195802,0,5,4,6,4,3,3,9.999990000010001,0
rising,tiktok,Asia,en,Gaming,hashtag,apple,nano,2,1.9999980000020001,0.5332817800096866,0.0555484812837411,0.1452085263729367,0.42741039252890345,0.05406051930609869,0.1355867395275338,0.16345705697457588,0.08716867029857281,1.4877298285775213,1.3705907703904765,0.8494443173716866,0.5332817800096866,0.1452085263729367,0,2,2,4,2,0,3,5.999994000006001,1
stable,youtube,Asia,ar,Travel,feed,samsung,mid,2,1.9999980000020001,0.20185923013009605,0.1860634638350646,0.009543498943298,0.18386971621822296,0.17063980996602626,0.009498247434597687,0.13385759286990645,0.027020390643797066,-0.007648902032839049,-0.8302421614612931,0.02809659162001167,0.20185923013009605,0.009543498943298,1,2,0,10,1,5,2,3.9999960000040002,0
rising,tiktok,Americas,ja,Music,feed,apple,macro,3,2.9999970000030003,0.41175628620572075,0.057395700207516,0.1310886120099331,0.3448345223363307,0.055808998428796365,0.12318054243797191,0.13698132618350775,0.056402922148875836,0.9242252254032138,1.196021268719252,0.5297524967983308,0.41175628620572075,0.1310886120099331,0,1,7,6,1,0,0,5.999994000006001,1
stable,youtube,Asia,ar,Education,search,huawei,mid,2,1.9999980000020001,0.1704555993155301,0.0589577512324586,0.1097199243000158,0.1573930741371079,0.057285170858815807,0.10410766303564598,0.08391937794001321,0.014304527860959803,-0.14626104144631613,0.9499896114631214,-0.10403936837202593,0.1704555993155301,0.1097199243000158,1,2,0,2,4,2,2,9.999990000010001,0
