country,platform,year_month,n_videos,views,avg_er,avg_velocity,trend_label
PH,YouTube,2025-02,78,11647487,0.0512205769230769,14528.933076923076,rising
PH,YouTube,2025-03,80,8476383,0.0534788124999999,16310.786499999998,declining
PH,YouTube,2025-04,63,5892410,0.0526913015873015,12696.43603174603,declining
PH,YouTube,2025-05,90,10294985,0.0520311666666666,12977.966444444444,rising
PH,YouTube,2025-06,78,6654000,0.0495566282051282,10159.893974358974,declining
PH,YouTube,2025-07,84,7474303,0.0488187738095238,11985.667142857144,steady
PH,YouTube,2025-08,79,8746678,0.0522011392405063,13837.999367088609,steady
PL,TikTok,2025-01,136,12611313,0.0901284044117647,13528.720147058822,steady
PL,TikTok,2025-02,95,8349770,0.088908494736842,10474.25094736842,declining
PL,TikTok,2025-03,122,11377585,0.0898866885245901,12719.103032786888,rising
PL,TikTok,2025-04,131,15868020,0.0931923740458015,15535.893893129773,rising
PL,TikTok,2025-05,133,12756020,0.0949358947368421,14445.524887218044,declining
PL,TikTok,2025-06,105,10417339,0.0929707047619047,12542.738380952382,declining
PL,TikTok,2025-07,131,16410598,0.0944438091603053,16686.199083969466,rising
PL,TikTok,2025-08,140,16237141,0.0870545857142857,16559.260285714285,steady
PL,YouTube,2025-01,72,7031485,0.0491955,12861.01347222222,steady
PL,YouTube,2025-02,77,6327076,0.0500935194805194,10852.46974025974,steady
PL,YouTube,2025-03,77,8835647,0.0505663896103896,16602.459090909088,rising
PL,YouTube,2025-04,65,6130370,0.0554845846153846,11869.166461538463,declining
PL,YouTube,2025-05,84,7561513,0.04998925,14490.781190476191,steady
PL,YouTube,2025-06,80,6604994,0.0493964875,9761.124375,steady
PL,YouTube,2025-07,96,8500447,0.0510021458333333,10411.4490625,steady
PL,YouTube,2025-08,94,8826658,0.0495496170212765,15745.264574468085,steady
RU,TikTok,2025-01,104,10102160,0.0934985096153846,12774.768269230768,steady
RU,TikTok,2025-02,117,11313693,0.0888559145299145,10696.461965811966,steady
RU,TikTok,2025-03,108,10946879,0.0939440092592592,15938.453518518518,steady
RU,TikTok,2025-04,112,10499043,0.0920835267857142,13385.744642857142,steady
RU,TikTok,2025-05,115,10302005,0.0882110869565217,13178.321217391303,steady
RU,TikTok,2025-06,110,8606009,0.0916964454545454,11178.744818181818,declining
RU,TikTok,2025-07,119,8507707,0.0940181596638655,9418.802857142857,steady
RU,TikTok,2025-08,144,17364177,0.0904729375,18180.33625,rising
RU,YouTube,2025-01,93,8718343,0.050629817204301,11054.205268817204,steady
RU,YouTube,2025-02,80,7305101,0.051892275,12060.340875,declining
RU,YouTube,2025-03,85,8669585,0.0492957529411764,14887.858117647058,steady
RU,YouTube,2025-04,88,9602785,0.049824159090909,16160.656136363636,steady
RU,YouTube,2025-05,86,9659875,0.0533112093023255,15718.059069767443,steady
RU,YouTube,2025-06,88,10878255,0.0504692954545454,16298.50443181818,steady
RU,YouTube,2025-07,64,6299044,0.049594109375,12948.006875,declining
RU,YouTube,2025-08,96,8536565,0.049997625,13132.5459375,rising
SA,TikTok,2025-01,117,13315409,0.0928792649572649,16984.182564102564,steady
SA,TikTok,2025-02,93,9173323,0.095324817204301,13363.57752688172,declining
SA,TikTok,2025-03,126,11757675,0.0923699285714285,11999.67111111111,steady
SA,TikTok,2025-04,100,9007803,0.09562619,14630.7432,declining
SA,TikTok,2025-05,135,13906761,0.0919649925925926,14665.61725925926,rising
SA,TikTok,2025-06,120,13244371,0.0911453333333333,16423.661333333333,steady
SA,TikTok,2025-07,110,12199163,0.0915217454545454,19180.329,steady
SA,TikTok,2025-08,130,13939272,0.0918350307692307,16616.12323076923,steady
SA,YouTube,2025-01,75,5996614,0.053166,12253.2744,steady
SA,YouTube,2025-02,62,6492063,0.0536385161290322,14682.475161290322,steady
SA,YouTube,2025-03,88,9763543,0.0505123636363636,15707.503750000002,rising
SA,YouTube,2025-04,80,5969692,0.0504494,8944.19325,declining
SA,YouTube,2025-05,92,10203627,0.049325304347826,12835.89956521739,rising
SA,YouTube,2025-06,91,9598353,0.0502172857142857,13089.593516483515,steady
SA,YouTube,2025-07,84,11049115,0.0507615238095238,19603.560714285715,steady
SA,YouTube,2025-08,82,8419741,0.0496920731707317,13525.191097560975,declining
SE,TikTok,2025-01,128,11337732,0.0940720625,12259.54046875,steady
SE,TikTok,2025-02,124,14074336,0.0921185241935483,13818.89629032258,steady
SE,TikTok,2025-03,121,10525814,0.0912180082644628,14957.950991735535,declining
SE,TikTok,2025-04,125,10813922,0.090025872,11929.16104,steady
SE,TikTok,2025-05,132,13692062,0.0932884545454545,15372.281742424242,steady
SE,TikTok,2025-06,125,13758531,0.090760528,13319.76152,steady
SE,TikTok,2025-07,136,12839603,0.0935024338235294,13564.575955882354,steady
SE,TikTok,2025-08,125,8682692,0.094885552,9892.96704,declining
SE,YouTube,2025-01,65,6442449,0.0533192769230769,16258.463999999998,steady
SE,YouTube,2025-02,70,7226586,0.0519348428571428,14232.063857142855,steady
SE,YouTube,2025-03,82,7580634,0.0520051585365853,10255.641585365853,steady
SE,YouTube,2025-04,69,6329871,0.0509914492753623,12313.63,declining
SE,YouTube,2025-05,91,6396759,0.0507501648351648,8127.423516483517,steady
SE,YouTube,2025-06,82,5965049,0.0492735853658536,9262.89012195122,steady
SE,YouTube,2025-07,80,7756395,0.0522467875,15463.841125,rising
SE,YouTube,2025-08,86,7350385,0.0496058720930232,11420.386627906975,steady
TR,TikTok,2025-01,135,10298328,0.0959427851851851,10188.428814814815,steady
TR,TikTok,2025-02,104,11452740,0.0904612307692307,17738.50048076923,steady
TR,TikTok,2025-03,125,11464420,0.09274252,11423.31656,steady
TR,TikTok,2025-04,136,13460765,0.0899355,16072.928455882353,steady
TR,TikTok,2025-05,138,12293211,0.0904342028985507,13249.524710144928,steady
TR,TikTok,2025-06,105,9085637,0.0914588571428571,11641.220761904762,declining
TR,TikTok,2025-07,125,11811922,0.0907783519999999,13318.55376,rising
TR,TikTok,2025-08,140,15171112,0.09208965,16515.644,steady
TR,YouTube,2025-01,88,8369208,0.0481527499999999,12752.660568181816,steady
TR,YouTube,2025-02,85,8163894,0.0519887529411764,16556.214,steady
TR,YouTube,2025-03,100,8727016,0.0514417599999999,12339.7125,steady
TR,YouTube,2025-04,78,8924691,0.0521796794871794,14840.916025641023,steady
TR,YouTube,2025-05,87,7642106,0.0489477126436781,11287.869540229884,steady
TR,YouTube,2025-06,85,7344769,0.0529053411764705,12320.297411764706,steady
TR,YouTube,2025-07,68,5873288,0.0479238088235294,12674.294264705884,declining
TR,YouTube,2025-08,90,8555532,0.0493229555555555,13772.789111111111,rising
US,TikTok,2025-01,127,12878315,0.093127653543307,16863.985433070866,steady
US,TikTok,2025-02,112,9289361,0.0940296160714285,12649.316339285711,declining
US,TikTok,2025-03,127,14027649,0.0897970629921259,12886.050787401577,rising
US,TikTok,2025-04,112,11559038,0.0899674821428571,13412.351964285714,declining
US,TikTok,2025-05,141,12069629,0.0922810141843971,13259.29120567376,steady
US,TikTok,2025-06,111,9587046,0.0912966576576576,14046.674414414416,declining
US,TikTok,2025-07,115,11403491,0.0928957913043478,15461.722260869568,steady
US,TikTok,2025-08,149,13742470,0.0916369731543624,13652.333825503356,steady
US,YouTube,2025-01,96,8394998,0.0517711354166666,13300.946666666665,steady
US,YouTube,2025-02,78,8624924,0.0557591923076923,13780.276282051283,steady
US,YouTube,2025-03,89,8742238,0.0501504494382022,12845.847752808988,steady
US,YouTube,2025-04,66,5324627,0.0510296666666666,12561.59409090909,declining
US,YouTube,2025-05,69,7830707,0.0507854492753623,18466.64217391305,rising
US,YouTube,2025-06,82,8079263,0.0498130365853658,12838.113902439023,steady
US,YouTube,2025-07,55,5250320,0.0531258727272727,13265.450727272728,declining
US,YouTube,2025-08,85,9422558,0.0520578352941176,14402.156705882351,rising
ZA,TikTok,2025-01,103,9748602,0.0910514563106796,16863.938252427182,steady
ZA,TikTok,2025-02,109,9758886,0.0891444403669724,13015.707339449542,steady
ZA,TikTok,2025-03,118,9543895,0.0915052711864406,11198.805084745763,steady
ZA,TikTok,2025-04,120,10380699,0.0928242416666666,11460.881833333337,steady
ZA,TikTok,2025-05,127,13299059,0.089106031496063,13765.686141732283,steady
ZA,TikTok,2025-06,110,11338936,0.0915325545454545,16644.745545454545,steady
ZA,TikTok,2025-07,126,12035306,0.090426992063492,11126.070793650792,steady
ZA,TikTok,2025-08,121,11990723,0.0932841900826446,11376.096446280992,steady
ZA,YouTube,2025-01,87,9182797,0.0502317471264367,17585.000574712645,steady
ZA,YouTube,2025-02,77,5626982,0.0502084025974026,9894.553376623377,declining
ZA,YouTube,2025-03,83,9118985,0.0522909036144578,13375.312891566266,rising
ZA,YouTube,2025-04,76,6748722,0.0554310131578947,14162.785789473684,declining
ZA,YouTube,2025-05,90,8986166,0.0487514888888888,10996.790444444445,rising
ZA,YouTube,2025-06,61,5444650,0.0489031967213114,13388.686721311477,declining
ZA,YouTube,2025-07,64,6489859,0.050448109375,16987.705,steady
ZA,YouTube,2025-08,82,7245449,0.0510697073170731,10553.309390243903,steady
